Station:;10488;;;;;;;;
Hauptfrucht:;Zuckerr黚e;Zwischenfrucht:;keine;;;;;;
2017;331;0,6;0,71;0,3;0;98,8;27,5;553;50
2017;332;0,4;0,4;2,2;0,8;100;27,7;554;50
2017;333;0,4;0,52;0;0;99,3;27,6;553,5;50
2017;334;0,4;0,4;0;0;98,8;27,5;553,1;50
2017;335;0,5;0,55;0;0;98,1;27,4;552,5;50
2017;336;0,3;0,33;0;0;97,7;27,3;552,2;50
2017;337;0,6;0,63;0,3;0;97,3;27,3;551,8;50
2017;338;0,3;0,34;2,6;0,1;100;27,7;554;50
2017;339;0,3;0,37;5,9;5,6;100;27,7;554;50
2017;340;0,3;0,38;0;0;99,5;27,6;553,6;50
2017;341;0,8;0,93;0;0;98,3;27,4;552,7;50
2017;342;0,5;0,57;1,2;0;99,2;27,6;553,3;50
2017;343;0,3;0,39;0,1;0;98,8;27,5;553,1;50
2017;344;0,5;0,53;0,4;0;98,6;27,5;552,9;50
2017;345;0,3;0,37;0,4;0;98,7;27,5;553;50
2017;346;0,4;0,47;0;0;98,1;27,4;552,5;50
2017;347;0,7;0,75;0;0;97,2;27,3;551,8;50
2017;348;0,4;0,39;1;0;97,9;27,4;552,4;50
2017;349;0,3;0,31;6,9;5;100;27,7;554;50
2017;350;0,3;0,31;2,9;2,5;100;27,7;554;50
2017;351;0,3;0,31;5,6;5,3;100;27,7;554;50
2017;352;0,4;0,51;0;0;99,3;27,6;553,5;50
2017;353;0,3;0,3;1;0,2;100;27,7;554;50
2017;354;0,3;0,37;0,2;0;99,8;27,7;553,9;50
2017;355;0,3;0,36;2,3;1,8;100;27,7;554;50
2017;356;0,3;0,35;0;0;99,6;27,6;553,6;50
2017;357;0,3;0,37;0;0;99,1;27,6;553,3;50
2017;358;0,3;0,39;0;0;98,6;27,5;552,9;50
2017;359;0,4;0,48;0;0;98;27,4;552,4;50
2017;360;0,5;0,57;0,1;0;97,4;27,3;552;50
2017;361;0,3;0,36;0;0;96,9;27,2;551,6;50
2017;362;0,3;0,32;7,3;4,5;100;27,7;554;50
2017;363;0,4;0,46;0;0;99,4;27,6;553,5;50
2017;364;0,3;0,36;2;1,2;100;27,7;554;50
2017;365;0,4;0,43;3,7;3,3;100;27,7;554;50
;;;;;;;;;
Station:;10488;;;;;;;;
Hauptfrucht:;Zuckerr黚e;Zwischenfrucht:;keine;;;;;;
Flexibilisierung:;keine;;;;;;;;
Jahr;Tag;PET;AET;SNKk;PERC;BOF;BOF;SWI;ZG
;mm;mm;mm;mm;%nFK;Vol%;mm;cm;
2018;1;0,4;0,5;0,1;0;99,5;27,6;553,6;50
2018;2;0,3;0,35;0,9;0,1;100;27,7;554;50
2018;3;0,4;0,45;11,8;11,3;100;27,7;554;50
2018;4;0,3;0,38;1,8;1,4;100;27,7;554;50
2018;5;0,4;0,41;0;0;99,5;27,6;553,6;50
2018;6;0,3;0,39;3,2;2,4;100;27,7;554;50
2018;7;0,3;0,34;5;4,6;100;27,7;554;50
2018;8;0,3;0,34;0;0;99,6;27,6;553,7;50
2018;9;0,4;0,46;1,7;0,9;100;27,7;554;50
2018;10;0,5;0,62;0;0;99,2;27,6;553,4;50
2018;11;0,6;0,64;0;0;98,4;27,4;552,7;50
2018;12;0,3;0,34;0,3;0;98,4;27,4;552,7;50
2018;13;0,3;0,32;0;0;98;27,4;552,4;50
2018;14;0,5;0,6;0;0;97,2;27,3;551,8;50
2018;15;0,7;0,78;0;0;96,2;27,1;551;50
2018;16;0,4;0,4;7,3;3,9;100;27,7;554;50
2018;17;0,4;0,42;2,9;2,4;100;27,7;554;50
2018;18;0,3;0,4;1,1;0,7;100;27,7;554;50
2018;19;0,4;0,45;0;0;99,4;27,6;553,6;50
2018;20;0,3;0,4;0;0;98,9;27,5;553,2;50
2018;21;0,3;0,34;1,4;0,2;100;27,7;554;50
2018;22;0,3;0,35;2,1;1,7;100;27,7;554;50
2018;23;0,4;0,42;2;1,6;100;27,7;554;50
2018;24;0,6;0,66;1;0,3;100;27,7;554;50
2018;25;0,4;0,46;0;0;99,4;27,6;553,5;50
2018;26;0,4;0,42;1,3;0,4;100;27,7;554;50
2018;27;0,4;0,42;2,2;1,8;100;27,7;554;50
2018;28;0,4;0,47;0;0;99,4;27,6;553,5;50
2018;29;0,4;0,5;1;0;100;27,7;554;50
2018;30;0,5;0,55;0;0;99,3;27,6;553,5;50
2018;31;0,4;0,46;2,1;1,1;100;27,7;554;50
2018;32;0,4;0,44;1,5;1,1;100;27,7;554;50
2018;33;0,8;0,91;0;0;98,8;27,5;553,1;50
2018;34;0,4;0,47;0,6;0;98,9;27,5;553,2;50
2018;35;0,3;0,38;3,3;2;100;27,7;554;50
2018;36;0,6;0,65;0,1;0;99,3;27,6;553,5;50
2018;37;0,9;1,03;0;0;98;27,4;552,4;50
2018;38;0,7;0,79;0;0;97;27,2;551,7;50
2018;39;0,3;0,36;0;0;96,6;27,2;551,3;50
2018;40;0,9;0,97;0;0;95,3;27;550,3;50
2018;41;0,4;0,4;0;0;94,8;26,9;549,9;50
2018;42;0,8;0,8;0,9;0;94,9;26,9;550;50
2018;43;0,6;0,59;0;0;94,2;26,8;549,4;50
2018;44;1;1,1;0;0;92,8;26,6;548,3;50
2018;45;1,1;1,12;0;0;91,4;26,3;547,2;50
2018;46;0,7;0,67;0;0;90,5;26,2;546,5;50
2018;47;1,4;1,34;0;0;88,8;25,9;545,2;50
2018;48;0,4;0,43;0;0;88,3;25,8;544,7;50
2018;49;0,4;0,42;0;0;87,8;25,8;544,3;50
2018;50;0,9;0,87;0;0;86,6;25,6;543,5;50
2018;51;1;0,93;0;0;85,5;25,4;542,5;50
2018;52;0,9;0,79;0;0;84,5;25,2;541,7;50
2018;53;1,2;1,1;0;0;83,1;25;540,6;50
2018;54;1,1;0,99;0;0;81,8;24,8;539,6;50
2018;55;0,8;0,71;0;0;80,9;24,7;538,9;50
2018;56;1;0,86;0;0;79,8;24,5;538,1;50
2018;57;0,6;0,51;0;0;79,2;24,4;537,6;50
2018;58;0,9;0,7;0;0;78,3;24,3;536,9;50
2018;59;0,8;0,69;0;0;77,4;24,1;536,2;50
2018;60;1;0,83;0;0;76,4;24;535,3;50
2018;61;0,8;0,65;0;0;75,6;23,8;534,7;50
2018;62;0,8;0,64;0;0;74,7;23,7;534;50
2018;63;1,3;0,98;0;0;73,5;23,5;533,1;50
2018;64;1,1;0,81;0;0;72,5;23,4;532,3;50
2018;65;0,5;0,39;6,8;0;80,6;24,6;538,7;50
2018;66;0,6;0,54;1,9;0;82,3;24,9;540;50
2018;67;1,3;1,22;0,1;0;80,9;24,7;538,9;50
2018;68;2;1,89;0;0;78,5;24,3;537;50
2018;69;0,9;0,82;0,2;0;77,7;24,2;536,4;50
2018;70;1,7;1,48;0;0;75,9;23,9;534,9;50
2018;71;0,7;0,59;12,3;0;90,7;26,2;546,7;50
2018;72;0,8;0,86;1;0;90,9;26,3;546,8;50
2018;73;0,6;0,74;0,6;0;90,6;26,2;546,6;50
2018;74;1,6;1,88;0;0;88,2;25,8;544,7;50
2018;75;0,6;0,63;6,2;0;95,2;26,9;550,2;50
2018;76;0,5;0,53;3,1;0;98,5;27,5;552,8;50
2018;77;1,4;1,64;0;0;96,4;27,1;551,2;50
2018;78;1,8;1,91;0;0;94;26,8;549,3;50
2018;79;1,3;1,32;0,9;0;93,5;26,7;548,9;50
2018;80;1,7;1,81;0;0;91,2;26,3;547,1;50
2018;81;0,7;0,67;1,2;0;91,9;26,4;547,6;50
2018;82;0,7;0,73;0,1;0;91,1;26,3;547;50
2018;83;1,8;1,82;0;0;88,8;25,9;545,2;50
2018;84;2,4;2,34;0;0;85,8;25,5;542,8;50
2018;85;0,8;0,7;1;0;86,2;25,5;543,1;50
2018;86;1,7;1,59;0,1;0;84,3;25,2;541,6;50
2018;87;0,8;0,7;3,5;0;87,9;25,8;544,4;50
2018;88;1,1;1,09;0,6;0;87,2;25,7;543,9;50
2018;89;2,4;2,36;0;0;84,2;25,2;541,5;50
2018;90;0,8;0,72;0,2;0;83,6;25,1;541;50
2018;91;0,7;0,65;0,4;0;83,3;25,1;540,8;50
2018;92;2;1,79;0;0;81,1;24,7;539;50
2018;93;2,3;2,01;0,4;0;79,1;24,4;537,5;50
2018;94;3,3;2,73;0,4;0;76,2;23,9;535,2;50
2018;95;2;1,57;1,4;0;76;23,9;535;50
2018;96;3,2;2,53;0;0;72,8;23,4;532,5;50
2018;97;3,8;2,82;0;0;69,2;22,8;529,7;50
2018;98;3,3;2,3;0;0;66,3;22,4;527,4;50
2018;99;3,4;2,23;0;0;63,5;21,9;525,2;50
2018;100;4,1;2,58;0;0;60,2;21,4;522,6;50
2018;101;2,5;1,51;0;0;58,3;21,1;521,1;50
2018;102;2,6;1,49;0;0;56,4;20,8;519,6;50
2018;103;1,4;0,8;14,2;0;73,4;23,5;533;50
2018;104;3,3;2,97;5,4;0;76,5;24;535,4;50
2018;105;2,8;2,73;0;0;73;23,4;532,7;50
2018;106;1,1;1;21,6;0;99;27,5;553,2;50
2018;107;2,2;2,53;0;0;95,8;27;550,7;50
2018;108;4,2;4,54;0;0;90,1;26,1;546,2;50
2018;109;4,4;4,33;0;0;84,6;25,3;541,8;50
2018;110;4,7;4,27;0;0;79,2;24,4;537,6;50
2018;111;4,5;3,73;0;0;74,5;23,7;533,8;50
2018;112;4,5;3,42;0;0;70,2;23;530,4;50
2018;113;2,1;1,46;16,9;0;89,7;26,1;545,9;50
2018;114;2,7;3,11;0;0;85,8;25,5;542,8;50
2018;115;2,5;2,65;2,9;0;86,1;25,5;543;50
2018;116;2,6;2,74;2;0;85,1;25,3;542,2;50
2018;117;3,7;3,78;0,1;0;80,5;24,6;538,6;50
2018;118;3,6;3,23;0;0;76,4;24;535,3;50
2018;119;4,8;3,91;0;0;71,4;23,2;531,4;50
2018;120;3,9;2,86;0;0;67,8;22,6;528,6;50
2018;121;3;2,06;2,3;0;68,1;22,7;528,8;50
2018;122;1,7;1,17;1;0;67,9;22,6;528,6;50
2018;123;1,3;0,91;14,5;0;85,1;25,4;542,3;50
2018;124;3,8;4,13;0;0;79,9;24,5;538,1;50
2018;125;4,7;4,45;0;0;74,3;23,6;533,7;50
2018;126;4,9;4;0;0;69,2;22,8;529,7;50
2018;127;5,1;3,63;0;0;64,6;22,1;526;50
2018;128;5,3;3,41;0;0;60,3;21,4;522,6;50
2018;129;4;2,41;0,4;0;57,8;21;520,7;50
2018;130;4,5;2,61;2,9;0;58,1;21,1;520,9;50
2018;131;2,8;1,61;0;0;56,1;20,8;519,3;50
2018;132;4,4;2,47;0;0;52,9;20,3;516,8;50
2018;133;5,4;2,88;0;0;49,3;19,7;513,9;50
2018;134;5,3;2,65;0;0;45,9;19,2;511,3;50
2018;135;2,5;1,19;2,8;0;47,9;19,5;512,9;50
2018;136;1,8;0,9;6,9;0;55,6;20,7;518,9;50
2018;137;1,9;1,19;0;0;55,5;20,7;517,7;51,7
2018;138;1,4;0,86;0;0;54,5;20,5;516,8;51,7
2018;139;2,5;1,41;0;0;52,7;20,2;515,4;51,7
2018;140;5,3;2,92;0;0;49,2;19,7;512,5;51,7
2018;141;5,4;2,72;0;0;45,8;19,1;509,8;51,7
2018;142;5,3;2,5;0;0;42,8;18,7;507,3;51,7
2018;143;3,4;1,52;0;0;40,9;18,4;505,8;51,7
2018;144;3,6;1,58;0;0;39;18,1;504,2;51,7
2018;145;4,6;1,94;0;0;36,6;17,7;502,3;51,7
2018;146;5,3;2,18;0;0;33,9;17,3;500,1;51,7
2018;147;3;1,19;0,4;0;35,1;17,4;499,3;53,3
2018;148;4,4;1,78;1,8;0;35,1;17,4;499,3;53,3
2018;149;5,8;2,35;0;0;32,3;17;497;53,3
2018;150;4,3;1,67;0;0;30,3;16,7;495,3;53,3
2018;151;5,4;2,03;0;0;27,9;16,3;493,3;53,3
2018;152;3,8;1,49;31,8;0;63,9;22;523,6;53,3
2018;153;2,6;2,48;0;0;62,1;21,7;521,1;55
2018;154;3,2;2,81;0;0;58,9;21,2;518,3;55
2018;155;4,8;3,84;0;0;54,5;20,5;514,4;55
2018;156;2,4;1,69;0;0;52,5;20,2;512,7;55
2018;157;5,6;3,78;0;0;48,2;19,5;509;55
2018;158;6;3,58;0;0;44,1;18,9;505,4;55
2018;159;4,7;2,49;0;0;42,9;18,7;502,9;56,7
2018;160;4,4;2,16;0;0;40,5;18,3;500,7;56,7
2018;161;3,4;1,6;4,5;0;43,7;18,8;503,6;56,7
2018;162;2,6;1,29;0;0;44;18,8;502,3;58,3
2018;163;3,4;1,63;0,8;0;43;18,7;501,5;58,3
2018;164;1,6;0,74;0;0;42,2;18,6;500,7;58,3
2018;165;3,2;1,5;0;0;42,2;18,6;499,2;60
2018;166;4,3;2;0;0;40,1;18,2;497,2;60
2018;167;2,9;1,33;0;0;38,7;18;495,9;60
2018;168;3,2;1,49;8;0;45,6;19,1;502,4;60
2018;169;3,5;1,84;0;0;45,2;19;500,6;61,7
2018;170;2,9;1,45;0;0;43,7;18,8;499,2;61,7
2018;171;4,6;2,26;0;0;41,4;18,4;496,9;61,7
2018;172;4,9;2,28;0,8;0;41,4;18,4;495,4;63,3
2018;173;2,5;1,2;1,8;0;42;18,5;495,9;63,3
2018;174;1,9;0,91;1,1;0;43,7;18,8;496,1;65
2018;175;1,5;0,75;1,1;0;44;18,9;496,5;65
2018;176;2,8;1,42;3,6;0;47,5;19,4;498,7;66,7
2018;177;3,7;1,96;0;0;47;19,3;496,7;68,3
2018;178;4,9;2,54;0;0;45,9;19,2;494,2;70
2018;179;2,6;1,35;0;0;46;19,2;492,8;71,7
2018;180;5,8;3,03;0;0;43,3;18,7;489,8;71,7
2018;181;5,4;2,7;0;0;42,3;18,6;487,1;73,3
2018;182;4,1;2,01;0;0;41,9;18,5;485,1;75
2018;183;5,7;2,81;0;0;40,8;18,3;482,3;76,7
2018;184;6,1;2,97;0;0;39,7;18,2;479,3;78,3
2018;185;6,3;3,05;0;0;38,5;18;476,3;80
2018;186;4,3;2,05;0;0;38,2;17,9;474,2;81,7
2018;187;3,2;1,55;0;0;39,4;18,1;472,7;85
2018;188;5,7;2,79;0;0;39,7;18,2;469,9;88,3
2018;189;4,8;2,38;0;0;40,3;18,3;467,5;91,7
2018;190;5,2;2,61;0;0;40,6;18,3;464,9;95
2018;191;1,5;1,14;12,4;0;49,9;19,8;476,2;98,3
2018;192;2,4;1,49;0;0;50,6;19,9;474,7;101,7
2018;193;1,6;1,38;13,1;0;58,6;21,2;486,4;103,3
2018;194;4,8;3,4;0;0;57,2;20,9;483;105
2018;195;5,5;3,76;0;0;55,6;20,7;479,2;106,7
2018;196;5,5;3,57;0;0;54,2;20,5;475,7;108,3
2018;197;6;3,83;0;0;52,7;20,2;471,8;110
2018;198;4,4;2,78;0;0;51,8;20,1;469;111,7
2018;199;5,1;3,16;0;0;50,8;19,9;465,9;113,3
2018;200;5,1;3,11;0;0;49,8;19,8;462,8;115
2018;201;5,8;3,49;0;0;48,6;19,6;459,3;116,7
2018;202;4,7;2,81;0;0;47,1;19,3;456,5;116,7
2018;203;3,6;2,12;0;0;46,7;19,3;454,4;118,3
2018;204;4,9;2,86;0;0;45,2;19;451,5;118,3
2018;205;6;3,42;0;0;44,1;18,9;448,1;120
2018;206;5,1;2,87;0,8;0;43;18,7;446;120
2018;207;5,9;3,25;0;0;42,1;18,6;442,7;121,7
2018;208;3,3;1,93;3;0;42,7;18,6;443,8;121,7
2018;209;4,5;2,51;0,3;0;42,3;18,6;441,6;123,3
2018;210;5,8;3,16;0;0;40,7;18,3;438,4;123,3
2018;211;4,8;2,57;0;0;39,4;18,1;435,9;123,3
2018;212;6,3;3,29;0;0;37,7;17,9;432,6;123,3
2018;213;4,6;2,36;0;0;36,5;17,7;430,2;121,7
2018;214;4,5;2,26;0;0;35,3;17,5;427,9;121,7
2018;215;4,7;2,32;0;0;34,1;17,3;425,6;121,7
2018;216;4,3;2,05;0;0;33;17,1;423,6;120
2018;217;4,3;2,1;1,5;0;32,7;17,1;423;120
2018;218;5,7;2,7;0;0;31,3;16,8;420,3;118,3
2018;219;5,6;2,57;0;0;29,9;16,6;417,8;118,3
2018;220;4,4;2,3;6,6;0;32,2;17;422,1;116,7
2018;221;5,5;2,62;0;0;30,8;16,8;419,4;116,7
2018;222;2,3;1,07;0;0;30,2;16,7;418,4;115
2018;223;3,8;1,73;0;0;29,3;16,5;416,6;115
2018;224;5;2,24;0;0;28;16,3;414,4;113,3
2018;225;4,2;1,83;0,3;0;27,2;16,2;412,9;113,3
2018;226;3,3;1,41;0,1;0;26,4;16,1;411,6;111,7
2018;227;3,4;1,44;0;0;25,6;15,9;410,2;111,7
2018;228;5,1;2,15;0;0;24,4;15,8;408;110
2018;229;5,2;2,3;3,4;0;25;15,9;409,1;110
2018;230;3,3;1,51;2,6;0;25,7;16;410,2;108,3
2018;231;4,8;2,03;0;0;24,5;15,8;408,2;106,7
2018;232;3,9;1,58;0;0;23,6;15,6;406,6;105
2018;233;2,3;0,95;0,4;0;23,2;15,6;406,1;103,3
2018;234;4,4;1,75;0;0;22,2;15,4;404,4;101,7
2018;235;4;1,61;0,8;0;21,6;15,3;403,5;101,7
2018;236;2,1;0,82;0;0;21,1;15,2;402,7;100
2018;237;1,6;0,61;0,3;0;20,9;15,2;402,4;98,3
2018;238;2,6;0,97;0;0;20,3;15,1;401,5;96,7
2018;239;2,6;0,99;0;0;19,6;15;400,5;95
2018;240;2,6;0,98;0;0;19;14,9;399,5;93,3
2018;241;4,5;1,64;0;0;17,8;14,7;397,9;91,7
2018;242;1,3;0,92;8,5;0;23,1;15,5;405,4;91,7
2018;243;3;1,21;0;0;22,3;15,4;404,2;90
2018;244;1,2;0,52;0,9;0;22,6;15,5;404,6;88,3
2018;245;1,2;0,63;3,2;0;24,6;15,8;407,1;86,7
2018;246;1,6;0,68;0;0;24,2;15,7;406,4;85
2018;247;3;1,23;0;0;23,3;15,6;405,2;85
2018;248;3,8;1,51;0;0;22,2;15,4;403,7;83,3
2018;249;3,3;1,28;0;0;21,3;15,3;402,4;81,7
2018;250;1,8;0,77;1,5;0;21,9;15,4;403,2;81,7
2018;251;3,5;1,32;0;0;20,9;15,2;401,9;80
2018;252;2,5;0,93;0;0;20,2;15,1;400,9;78,3
2018;253;3,1;1,12;0;0;19,3;14,9;399,8;76,7
2018;254;3,4;1,22;0;0;18,3;14,8;398,6;76,7
2018;255;4,2;1,46;0;0;17;14,6;397,1;75
2018;256;1,1;0,56;3,6;0;19,6;15;400,2;75
2018;257;1,1;0,41;0,4;0;19,7;15;400,2;73,3
2018;258;2,2;0,8;0;0;19;14,9;399,4;73,3
2018;259;3,4;1,19;0;0;18;14,7;398,2;71,7
2018;260;3,3;1,14;0;0;17;14,6;397,1;70
2018;261;3,6;1,2;0;0;15,9;14,4;395,9;70
2018;262;3,2;1,08;0;0;14,9;14,3;394,8;68,3
2018;263;3,6;1,17;0;0;13,8;14,1;393,6;68,3
2018;264;2,9;1,03;1,7;0;14,4;14,2;394,3;66,7
2018;265;1,7;0,56;0;0;13,9;14,1;393,7;66,7
2018;266;0,9;1,16;29,4;0;41,4;18,4;421,9;65
2018;267;1,6;1,01;0;0;40,4;18,3;420,9;65
2018;268;2,3;1,39;0;0;39,7;18,2;419,5;63,3
2018;269;2,2;1,29;0;0;38,4;18;418,2;63,3
2018;270;1,9;1,1;0;0;37,3;17,8;417,1;63,3
2018;271;1,2;0,7;0,8;0;38;17,9;417,2;61,7
2018;272;2,4;1,35;0;0;36,6;17,7;415,8;61,7
2018;273;2,7;1,4;0;0;35,1;17,5;414,4;61,7
2018;274;0,9;0,48;0;0;35,1;17,5;414;60
2018;275;1,1;0,55;0,7;0;35,2;17,5;414,1;60
2018;276;1,1;0,6;1,1;0;35,8;17,6;414,6;60
2018;277;1,9;0,95;0;0;35,2;17,5;413,6;58,3
2018;278;2,7;1,3;0;0;33,8;17,2;412,3;58,3
2018;279;2;0,93;0;0;32,8;17,1;411,4;58,3
2018;280;1,2;0,57;0;0;32,2;17;410,8;58,3
2018;281;2;0,9;0;0;31,6;16,9;409,9;56,7
2018;282;2,2;0,97;0;0;30,5;16,7;408,9;56,7
2018;283;2,6;1,09;0;0;29,3;16,5;407,9;56,7
2018;284;2,7;1,09;0;0;28,1;16,3;406,8;56,7
2018;285;2,6;1,02;0;0;27,1;16,2;405,7;55
2018;286;2,5;0,97;0;0;26;16;404,8;55
2018;287;2,5;0,93;0;0;24,9;15,8;403,9;55
2018;288;1,6;0,59;0;0;24,2;15,7;403,3;55
2018;289;2;0,71;0;0;23,4;15,6;402,6;55
2018;290;2,1;0,72;0;0;22,7;15,5;401,8;53,3
2018;291;1,7;0,6;0,2;0;22,2;15,4;401,5;53,3
2018;292;0,7;0,24;0,6;0;22,6;15,5;401,8;53,3
2018;293;1;0,34;0;0;22,2;15,4;401,4;53,3
2018;294;1,4;0,47;0;0;21,6;15,3;400,9;53,3
2018;295;0,9;0,33;1,4;0;22,9;15,5;402;51,7
2018;296;0,6;0,33;4,5;0;28,1;16,3;406,2;51,7
2018;297;0,9;0,51;6,8;0;35,8;17,6;412,5;51,7
2018;298;0,6;0,33;2,4;0;38,4;18;414,6;51,7
2018;299;0,8;0,38;0;0;37,9;17,9;414,2;51,7
2018;300;0,5;0,27;0;0;38,1;17,9;414;50
2018;301;0,5;0,33;9,1;0;49,2;19,7;422,8;50
2018;302;0,5;0,33;0,8;0;49,8;19,8;423,2;50
2018;303;1,5;1,02;0;0;48,5;19,6;422,2;50
2018;304;1,5;0,99;0;0;47,3;19,4;421,2;50
2018;305;0,9;0,55;0;0;46,6;19,3;420,6;50
2018;306;1;0,62;0;0;45,8;19,1;420;50
2018;307;0,5;0,32;0;0;45,4;19,1;419,7;50
2018;308;0,5;0,32;0;0;45;19;419,4;50
2018;309;0,6;0,37;0;0;44,5;18,9;419;50
2018;310;1,5;0,88;0;0;43,4;18,8;418,1;50
2018;311;1,3;0,74;0;0;42,4;18,6;417,4;50
2018;312;0,7;0,38;0;0;42;18,5;417;50
2018;313;0,5;0,26;0;0;41,6;18,5;416,8;50
2018;314;1,3;0,68;0;0;40,8;18,3;416,1;50
2018;315;0,8;0,43;0;0;40,2;18,3;415,6;50
2018;316;0,9;0,49;0;0;39,6;18,2;415,2;50
2018;317;0,5;0,24;4,8;0;45,4;19,1;419,8;50
2018;318;0,9;0,57;0;0;44,7;19;419,2;50
2018;319;1;0,57;0;0;44;18,9;418,6;50
2018;320;1;0,6;0;0;43,2;18,7;418;50
2018;321;0,9;0,51;0;0;42,6;18,6;417,5;50
2018;322;0,5;0,3;1,7;0;44,3;18,9;418,9;50
2018;323;0,4;0,23;0,8;0;45;19;419,4;50
2018;324;0,3;0,2;0;0;44,8;19;419,2;50
2018;325;0,3;0,19;0;0;44,5;18,9;419,1;50
2018;326;0,3;0,19;0,1;0;44,4;18,9;419;50
2018;327;0,6;0,38;0;0;44;18,8;418,6;50
2018;328;0,4;0,22;0,1;0;43,8;18,8;418,5;50
2018;329;0,4;0,24;0;0;43,5;18,8;418,2;50
2018;330;0,3;0,19;0;0;43,3;18,7;418,1;50
2018;331;0,3;0,19;0;0;43;18,7;417,9;50
2018;332;0,7;0,38;0;0;42,6;18,6;417,5;50
2018;333;0,6;0,36;0;0;42,1;18,6;417,1;50
2018;334;0,3;0,15;6;0;49,5;19,7;423;50
2018;335;0,4;0,26;0,4;0;49,7;19,8;423,1;50
2018;336;0,3;0,22;7;0;58,3;21,1;430;50
2018;337;0,5;0,4;1,4;0;59,6;21,3;431;50
2018;338;0,6;0,5;2,8;0;62,5;21,8;433,2;50
2018;339;0,7;0,68;0;0;61,6;21,6;432,6;50
2018;340;0,3;0,3;0,3;0;61,7;21,6;432,6;50
2018;341;0,4;0,35;10,6;0;74,6;23,7;442,8;50
2018;342;0,6;0,69;0,6;0;74,4;23,7;442,7;50
2018;343;0,3;0,39;3,7;0;78,7;24,3;446;50
2018;344;0,3;0,37;4,2;0;83,5;25,1;449,8;50
2018;345;0,3;0,34;6,4;0;91,1;26,3;455,9;50
2018;346;0,3;0,33;1,7;0;92,8;26,6;457,2;50
2018;347;0,3;0,3;0;0;92,4;26,5;456,9;50
2018;348;0,3;0,3;0;0;92;26,4;456,6;50
2018;349;0,3;0,28;0,3;0;92;26,4;456,5;50
2018;350;0,3;0,37;0;0;91,5;26,4;456,2;50
2018;351;0,3;0,33;0,1;0;91,2;26,3;455,9;50
2018;352;0,4;0,43;0;0;90,7;26,2;455,5;50
2018;353;0,3;0,31;0,9;0;91,4;26,3;456,1;50
2018;354;0,3;0,32;2,2;0;93,8;26,7;458;50
2018;355;0,3;0,38;3,4;0;97,6;27,3;461;50
2018;356;0,3;0,38;12,1;0;100;27,7;472,7;50
2018;357;0,3;0,37;9,9;0;100;27,7;482,3;50
2018;358;0,3;0,32;5,4;0;100;27,7;487,3;50
2018;359;0,3;0,33;0,3;0;100;27,7;487,3;50
2018;360;0,3;0,34;0,1;0;99,7;27,7;487,1;50
2018;361;0,5;0,61;0,3;0;99,3;27,6;486,8;50
2018;362;0,3;0,35;0,4;0;99,5;27,6;486,9;50
2018;363;0,3;0,35;3,2;0;100;27,7;489,7;50
2018;364;0,3;0,37;5,7;0;100;27,7;495,1;50
2018;365;0,3;0,37;0,4;0;100;27,7;495,2;50
;;;;;;;;;
Station:;10488;;;;;;;;
Hauptfrucht:;Zuckerr黚e;Zwischenfrucht:;keine;;;;;;
Flexibilisierung:;keine;;;;;;;;
Jahr;Tag;PET;AET;SNKk;PERC;BOF;BOF;SWI;ZG
;mm;mm;mm;mm;%nFK;Vol%;mm;cm;
2019;1;0,3;0,37;1;0;100;27,7;495,8;50
2019;2;0,3;0,33;0,3;0;100;27,7;495,8;50
2019;3;0,2;0,28;0;0;99,6;27,6;495,5;50
2019;4;0,3;0,3;1,2;0;100;27,7;496,4;50
2019;5;0,3;0,36;8,6;0;100;27,7;504,6;50
2019;6;0,3;0,32;0,2;0;99,9;27,7;504,5;50
2019;7;0,3;0,34;3,3;0;100;27,7;507,5;50
2019;8;0,3;0,36;13,4;0;100;27,7;520,5;50
2019;9;0,3;0,32;8,4;0;100;27,7;528,6;50
2019;10;0,3;0,35;3,4;0;100;27,7;531,6;50
2019;11;0,3;0,31;2,5;0;100;27,7;533,7;50
2019;12;0,3;0,36;2,9;0;100;27,7;536,3;50
2019;13;0,3;0,38;7,3;0;100;27,7;543,1;50
2019;14;0,4;0,45;1,5;0;100;27,7;544,2;50
2019;15;0,3;0,36;5;0;100;27,7;548,8;50
2019;16;0,3;0,38;0,9;0;100;27,7;549,3;50
2019;17;0,4;0,42;1,4;0;100;27,7;550,3;50
2019;18;0,4;0,46;0,8;0;100;27,7;550,6;50
2019;19;0,7;0,83;0;0;98,9;27,5;549,8;50
2019;20;0,7;0,79;0;0;97,9;27,4;549;50
2019;21;0,6;0,71;0;0;97;27,2;548,3;50
2019;22;0,7;0,73;0;0;96,1;27,1;547,6;50
2019;23;0,6;0,67;0;0;95,3;27;546,9;50
2019;24;0,2;0,26;0;0;94,9;26,9;546,7;50
2019;25;0,3;0,3;0;0;94,6;26,8;546,4;50
2019;26;0,3;0,35;11,6;3,6;100;27,7;554;50
2019;27;0,4;0,51;0;0;99,4;27,6;553,5;50
2019;28;0,5;0,57;0,9;0;99,7;27,7;553,8;50
2019;29;0,3;0,37;0,3;0;99,6;27,6;553,7;50
2019;30;0,8;0,97;0;0;98,4;27,4;552,7;50
2019;31;0,8;0,87;0;0;97,3;27,3;551,8;50
2019;32;0,3;0,38;1,1;0;98,2;27,4;552,6;50
2019;33;0,4;0,4;4;2,1;100;27,7;554;50
2019;34;0,3;0,4;30,8;30,4;100;27,7;554;50
